text,scraped_at,source
"What’s the plan? Can you release political prisoners sooner? If you do that first, you’ll get the Nobel Peace Prize launderette. No Mass execution, your end is near IRGC #stopthisinsanity #stopexecutioniniran.",2026-04-01 08:54:39,@Mayaenlaplaya
"A major rift within NATO is emerging as Spain blocks its airspace to U.S. military aircraft involved in the Iran war, forcing American planes to reroute and complicating operations in the region. Spanish Defence Minister Margarita Robles confirmed the decision, saying Madrid will",2026-04-01 08:54:39,@OceanNewsUK
"*islam-Estate*®️(DHA Authorized Company)Buy/Sell/Rent Property/House 🏠, in DHA Lahore, Call or WhatsApp ☎️📞📱Faraz 0321-4000646 For Property Prices Rates Check #DhaLahore #Iran #Pakistan #Usa #Ksa #Dubai",2026-04-01 08:54:38,@ChohanEstate
"BIG NEWS: Trump says US is pulling out of NATO! 🇺🇸➡️🚫 NATO allies, get ready to stand alone. 'You weren't there for us, so we won't be there for you.' #Trump #NATO #ForeignPolicy",2026-04-01 08:54:35,@thewakeninq
"..the world wants death penalty for children-rapist trump &amp; his numerous crimes, treason etc",2026-04-01 08:54:35,@victimadvoc8
"All 48 are set, UAE shadow stand-in for Iran in Group G...",2026-04-01 08:54:35,@DavidR870617
How is Trump going to pull out of the Iran War without leaving Israel exposed and vulnerable? Iran is still launching missiles. Israel is still under fire. And the US wants out? Explain that.,2026-04-01 08:54:34,@EthanCapital
Did you also visit oil producing nations like ours? Like Venezuela and Iran?,2026-04-01 08:54:34,@TWEETARRAZZI
"🟢 📈 𝗠𝗔𝗥𝗞𝗘𝗧 𝗨𝗣𝗗𝗔𝗧𝗘: 𝗔𝘀𝗶𝗮𝗻 𝘀𝘁𝗼𝗰𝗸𝘀 are poised to follow a 𝗨𝗦 𝗿𝗮𝗹𝗹𝘆, fueled by optimism over 𝗜𝗿𝗮𝗻 developments.",2026-04-01 08:54:34,@SpaceSniperX
🏆 FIRST TO SHARE: US EYES SWIFT END TO WAR AS FRESH ATTACKS HIT GULF STATES AND IRAN Decentralized media powered by XRP ledger &amp; BXE token. Become an author and earn. #BXE #FirstShare Read more 👇,2026-04-01 08:54:33,@KPKsai
Farage's side kick is CONVICTED FRAUD TRUMP is convicted FELON Ask yourself why FAR RIGHT are fraudsters? Answer They're in politics for the MONEY! not you!!,2026-04-01 08:54:33,@disoye
"#MossadCommentary #MOSSADil When the ceasefire is announced and the Iranian regime comes out of hiding, staging public appearances in Tehran, that may be the moment everything becomes clear. That the regime survived. That nothing actually changed. All hope is gone #TrumpDontStop",2026-04-01 08:54:32,@bukev212
"The Press Secretary to the Godfather, H.E. Chief Timipre Sylva, Chief Julius Bokoru, has formally announced his resignation from the All Progressives Congress (APC), bringing an end to his membership in the party.",2026-04-01 08:54:30,@AyeSOEgberi
🚨#XAUUSD #GOLD free Signal. Join Free Signals💸 👉 96% Accuracy Rate. 2–7 Profitable Signals Every Day. #XAUUSD #CRYPTO #GOLD $XRP $CRO $USD $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $hfvxdrecv,2026-04-01 08:54:30,@PeelP71906
Global Markets Under Pressure: Impact of Iran–US–Israel Conflict 🌍📉 #wealthcreation #financialmarket #GlobalMarkets #MarketCrash #Geopolitics #IranConflict #USMarkets #Israel #StockMarketIndia #Nifty50 #MarketVolatility #InvestSmart #FinancialAwareness #WealthCreation #Welfin,2026-04-01 08:54:30,@welfin2015
These are the Royal Navy’s options to intervene in the Strait of Hormuz,2026-04-01 08:54:29,@AMAinsight
For Iran #KingRezaPahlavi‌ForIran,2026-04-01 08:54:29,@fastriki20
"TRUMP "" STRONGLY CONSIDERING LEAVING NATO"" LATEST",2026-04-01 08:54:28,@SaveUK25
Iran's actions in Strait of Hormuz are 'global economic extortion': ADNOC chief,2026-04-01 08:54:28,@DBenko6544
"After the claimed “total destruction” of Iran’s military strength, the reality looks very different: Iran’s leadership remains intact—and arguably more rigid than before Iranian oil exports have increased, even fetching higher prices Sanctions on oil appear to have lost their",2026-04-01 08:54:28,@AdvDhillonJutt
and his Epstein daddy need to remember who burned down your white house in 1814. You think Europe needs America. It’s the other way around dummy! 😂 can’t even defeat Iran without Europe. That’s the reality,2026-04-01 08:54:28,@mrmrnononsense
⚡️The global internet is under threat: Iran has begun striking Amazon servers in the Middle East Reports say the strike hit the headquarters of Batelco in Bahrain — the country’s largest telecom provider.,2026-04-01 08:54:28,@news_az
"World needs to wake up to what the Islamic Republic is doing to its own citizens. IRGC has spent decades massacring Iranians simply for demanding basic human rights. The people of Iran deserve freedom, not bullets. #DigitalBlackOutIran #KingRezaPahlavi #KingRezaPahlavi‌ForIran",2026-04-01 08:54:28,@Daniel79dn
Israel attacked Iran first in Feb killing the supreme leader and Religious Shia figure leader. Israel and America then were targeting civilians and civilian infrastructures This wasn't defense.,2026-04-01 08:54:27,@drago_ek
dumb ass iran doesent own the Strait of Hormuz LOL.,2026-04-01 08:54:27,@Propgandareport
