text,scraped_at,source
The abolitionist of me wants to ween the safety of another trueness of truth to never let Trump make us suffer,2026-04-03 07:12:30,@Leiindiana
"Congress MLA Sukhpal Singh Dhaliwal accused the Bharatiya Janata Party of being anti-Dalit, raising concerns over an IAS resignation, SCST Act issues, and discrimination in jobs and education. #DalitLivesMatter #Kaalidas2 US F-35 #JanaNayagan Amit Shah #17YearsForBilla #Assam",2026-04-03 07:12:30,@ambedkaritez
Trump removes US Attorney General Pam Bondi #Minutes #Washington #USA,2026-04-03 07:12:30,@Minutesss_ae
"Don't make them kill your people! Wake the fuck up, you have been outmaneuvered. Boots on the ground come with this warning. Thousands of Americans will die. Iran has never bluffed. This is a 5000 y/o civilisation! Read this...",2026-04-03 07:12:30,@MickMccrohon
Iran FM’s warning after Trump’s unthinkable act as he celebrates bridge strike | Janta Ka Reporter,2026-04-03 07:12:30,@Superflurity
"Another role, another mess, yet the same imbecile, with the same stupid words and feet stamping! Get ⁦⁩ OUT NOW! We won’t pay your Strait of Hormuz tolls, UK tells Iran - The Telegraph",2026-04-03 07:12:29,@DesWhitney2
Over 60% of veterans voted for Trump. They voted for him even after he called them suckers ans losers.,2026-04-03 07:12:29,@daveryder
"‘Every night they are bombarding’: at border crossing, some Iranians are fleeing war and some are heading home | Iran | The Guardian ( April 3 2026",2026-04-03 07:12:28,@Cjamesb4u
they hit the pentagon,2026-04-03 07:12:28,@zebzeble
CNA Explains: How the Iran war might reshape Asia’s energy playbook,2026-04-03 07:12:28,@foo_sjsj
why is the only account i've ever blocked on here trump like am i that calm and accepting and kind and nice and thoughtful and caring and sweet to not block anyone else,2026-04-03 07:12:27,@SepiaBadger
Kyiv's streets. Still hushed at this hour. No air raid sirens piercing the night Shaheds though. Those Iranian made killers Russian flown Mere minutes from the heart of the city Feels off Like the system's hit snooze While families sleep unaware. Russia's playing dirty,2026-04-03 07:12:27,@researchUSAI
"Imagine being dropped into a parallel universe and you find out about President Romney (2013-2021), President Cuomo (2021-2025) and President Bondi. You’d thank God Trump was in charge",2026-04-03 07:12:27,@jakonian
"New EBIDTA “Earnings Before Iran, Tariff and Donald Announcements” 😝",2026-04-03 07:12:27,@bonvoi
God bless you president Trump for standing with the Jewish and Christian all over the world especially here in Nigeria,2026-04-03 07:12:25,@Lordfelyno
🇮🇷⚡🇦🇪🇺🇸 ~ Iranian Heidari attack targets US terrorist bases in the UAE.,2026-04-03 07:12:25,@SyedHam02499189
"Although evidence shows it being an f15, Iranian media still continuing to say it was an F35",2026-04-03 07:12:25,@Kaldockhi
Trump. Once a crook always a crook.,2026-04-03 07:12:24,@nikkijwalters
🚨#XAUUSD #GOLD free Signal. Join Free Signals💸 👉 96% Accuracy Rate. 2–7 Profitable Signals Every Day. #XAUUSD #CRYPTO #GOLD $XRP $CRO $USD $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $vjgjje,2026-04-03 07:12:24,@MukeshChaw93915
I dont enjoy Iran or Israel burning!,2026-04-03 07:12:23,@JacobIsrae31027
👏👏👏👏 Trump is the Best,2026-04-03 07:12:23,@hurricane95870
"🚨 INDIA FREEZES IRAN FUND TRANSFER COLLECTED FROM DONATIONS Money and jewellery collected by Iran’s embassy in India through donations cannot be transferred to Tehran due to regulatory restrictions. Reports indicate that such funds require RBI scrutiny before repatriation, and",2026-04-03 07:12:22,@SuranaBasant
#bbcbreakfast I wonder if #Trump has opened that very large gift that #Iran gave him yet? You know… that one that was even bigger than he expected because they were absolutely desperate to make a deal 😂😂,2026-04-03 07:12:22,@djb0607
They Told Congress… Then People Started Dying The UFO Secret Nobody Ca... via,2026-04-03 07:12:22,@DOMESTIC_TERROR
"Cuba releasing more than 2,000 prisoners as US pressures the island’s government The Cuban government said Thursday it would release 2,010 prisoners in a move that comes while the Trump administration puts extreme pressure on the island's government with…",2026-04-03 07:12:22,@NahBabyNahNah
