text,scraped_at,source
"BJP tightens finance, repairs balance sheet. Lose power. Congress wins, start guarantees. Destroys state finance , lose govt. BJP comes back to do repair job. Story of many states. Show one state where Congress Govt could restore finance condition of a state.",2026-05-31 08:48:48,@chan_sim
"Vote Anna for Congress and join me in a fight to fix our economy, housing affordability, crime prevention, healthcare , homelessness and more #economy #housing #congress",2026-05-31 08:48:48,@annawilding
BREAKING: IRGC General warns: US must choose between accepting the rights of Iranians or continuing the war. Tehran draws a hard line as tensions boil. Will Trump negotiate peace... or finish what he started? The world is watching. #Iran #IRGC #Trump #MiddleEast,2026-05-31 08:48:46,@strategem360
"Why did delete so many official emails. Why did not keep written records of all of her meetings. Trump does the same things, to obfuscate subterfuge which masks their real intentions and plans.",2026-05-31 08:48:46,@MahanJames
stoploss entry #Hei + #NFP and hold for big dump just open Long #D #Bitcoin #Crypto #Altcoin #Wif #trading #Trump #Solana #PepeCoin #memecoin #signal #trading #Gold #StockMarket #englot #BTC Click To Join TG👇🏽,2026-05-31 08:48:44,@lucymas0n
GM $TRUMP is right there for Moonshot Show some love — every vote counts. 🔗 Every vote counts — Moonshot spotlight would be huge for visibility. Listing: 2027,2026-05-31 08:48:43,@PumpComListing
"Big news 🚨 Trump just switched up the Iran deal last second, per NYT. New asks? Tighter nuclear rules and clearer Strait of Hormuz terms. Iran’s supposed to answer in days, but don’t expect a yes. This is awful for markets…",2026-05-31 08:48:41,@Brianjgr11
"As Maryam Rajavi has declared, we will never accept the dictatorship ruling Iran. It is the enemy of the Iranian people and a threat to global peace. The only solution is its complete overthrow-only then can Iran’s future of freedom and democracy be realized. #NCRIAlternative",2026-05-31 08:48:39,@delaramehr
Is he the asshole that suggested blending the American and Israeli armed forces? Or is that Bibi's new order? A brave president would not be the kacqke y if another country!!!! Benedict Arnold Trump. WHAT A DISGRACE TO AMERICA!,2026-05-31 08:48:39,@brenda_savini
"Mumbai, Maharashtra: On D. K. Shivakumar being elected as the leader of the Congress Legislature Party, Shiv Sena spokesperson Raju Waghmare says, ""Look, in the Congress party, whatever the high command wants happens. And the one who ‘supplies’ to the high command is the one who",2026-05-31 08:48:39,@ians_india
"There was zero problem with Hormuz, before Trump took Bibi’s orders to viciously &amp; cowardly attack Iran.",2026-05-31 08:48:38,@MarkGio1
🤣🤣🤣 now it's time to quote Congress ..,2026-05-31 08:48:38,@m_unknown__man
"Trump stole the Resolute Desk. It belongs in the White House, not in his Florida club. He MUST return this national treasure NOW.",2026-05-31 08:48:37,@GLeibniz1716
"BOOM: Scott Bessent MIC DROPS Gavin Newsom — and then walks out Oil prices will be lower than before the Iran war, inflation will drop &amp; the GOP has a good chance to win the midterms in November👍",2026-05-31 08:48:34,@MarioWulf68221
Europe's green jet fuels see upside in Iran war,2026-05-31 08:48:34,@EconomicTimes
"Iran claims it shot down a U.S. drone over Iranian waters early Sunday, according to Fars News Agency. U.S. officials have not yet confirmed the incident.",2026-05-31 08:48:33,@Sky_Tradez_
"The military is ready for Iran without hesitation, yet the negotiating team keeps stalling for time.Trump is staying patient on a deal,but the military is primed for destruction if needed. It’s clear: his diplomatic team just isn't as sharp as his armed forces.",2026-05-31 08:48:33,@reecha_sh92875
Spend tens of millions on the #Reflecting swamp to honor me! #trump #AnericaFirst,2026-05-31 08:48:31,@Tomen8r
"🚨 Big news 🇺🇸 Trump just flipped the Iran deal terms at the last minute, says NYT. Now he’s pushing harder nuke controls and clearer rules for the Strait of Hormuz. Iran will reply in a few days—but nobody expects a yes. Markets are not gonna like this one bit...",2026-05-31 08:48:30,@johnnyRowlett
Trump take a look what Lula is in favor…..,2026-05-31 08:48:30,@Ufc1960
"US isn’t offering $2.5 million to Iran. Instead as part of 60-day ceasefire &amp; nuclear peace negotiations, the US has proposed an estimated $300 billion reconstruction &amp; investment (~₹25 lac cr.) to help rebuild Iran’s economy. What a Joke? After 2/6/26 : US-Iran deal ✅ #IranWar",2026-05-31 08:48:29,@astromanish07
"no more violence in our streets. in our homes. in our schools. in our Church. in the halls of Congress. Democrats : Cease and Desist. migrants with machetes, pen knives, long knives. crazy or pretending to be crazy. go home.",2026-05-31 08:48:26,@Betty0911334582
Betrayed by everyone. Iranians are left to fend for themselves in Iran and in the West. We want to fight terrorism and against Islamic domination and violence. We are fighting this war alone.,2026-05-31 08:48:25,@sherrysh12
"🚨 BREAKING 🇺🇸 Trump just flipped the Iran deal terms last minute, per NYT. New rules focus on tougher nuclear checks and clearer Strait of Hormuz policies. Iran likely to reply in days, but chances of a yes look slim. This is gonna hit markets hard...",2026-05-31 08:48:24,@omasitsp
Zia Yusef -a nasty piece of work -he’s watching Trump threaten everyone and thinks he should try that too.,2026-05-31 08:48:24,@crowmogh
