text,scraped_at,source
Breaking: Looks like the US and Iran just traded strikes on each other. No details yet but this is wild.,2026-05-28 10:05:55,@DerekVujnovich
"New piece for : The Midstream Trap. A copper shortage, a processing gap, and a Pentagon stockpile race all point to one problem. We stopped building refineries. That's the broken link. - Sarah O'Connor",2026-05-28 10:05:54,@SilmarilMedia
So very nice of Bloomberg Radio to have Never Trumper Liz Ann Sonders on to shit on the market. One must always take into consideration Liz Ann’s negative view of the Trump Administration when she shares her market “analysis.”,2026-05-28 10:05:53,@JGF2022
"blocked me for my criticisms of Trump. How far we’ve come! Welcome to the skeptics, Jonathan.",2026-05-28 10:05:52,@MACav003
"🚨BREAKING: 🇮🇷🇺🇸Iran has attacked a US airbase in Kuwait. The IRGC says its latest operation was retaliation for the recent U.S. strike near the Strait of Hormuz. Any act of aggression will receive a response, the group warned as tensions between Tehran and Washington",2026-05-28 10:05:52,@IRGC_IRAN_News
It will be hillarious when Americans get the Cuban Scarface as their next President after Trump. Hollywood/Walt Disney created a whole new movie Lion King with an African Scarface so that people forget Al Pacino the Cuban Scarface.,2026-05-28 10:05:51,@sindharh
"In the last 24 hours, President Trump posted two BULLISH statements about crypto He literally said “I will never let crypto down.” But $BTC dumped - $2000 immediately after this.",2026-05-28 10:05:50,@Chainbull_net
THIS IS A MUST WATCH 😆 American congress woman from New York Alexandria Ocassio Cortez aka live from New York city. Haters are going to say it's AI. Don't believe them🤣 🤣 🤣 #NewYork #AOC #lmao #Congress,2026-05-28 10:05:50,@nahshoz
"🔍 Gulf economies could become the biggest losers if the US-Iran conflict escalates further. With the Strait of Hormuz under pressure, GCC nations are facing rising risks across oil exports, tourism, and real estate. The World Bank has sharply downgraded regional growth",2026-05-28 10:05:49,@nehalzzzz1
1979 Iran was an Islamo-leftist revolution.,2026-05-28 10:05:49,@kroketrendang4
"Iran is really pushing it here, when it comes to Trump. #FoxandFriends",2026-05-28 10:05:48,@Politcswatch
🇮🇷🇴🇲 Iran says it stands with Oman after US threatened to bomb them.,2026-05-28 10:05:48,@Ashish307287741
Breaking: US and Iran have reportedly struck each other in attacks 😳,2026-05-28 10:05:46,@bobmysliwski
🔍 White House reviews CFTC prediction-market rule as Trump backs federal control CYPHER breaks down the BTC implications #BTC #GlobalMarkets #Crypto,2026-05-28 10:05:46,@Cypher_Citadel
Siddaramaiah steps down as Karnataka CM after Congress high command's call,2026-05-28 10:05:45,@Desh_bhakati
Thune waisted 100 Million to defeat President Trump and gets humiliated. Why is he still the Senate leader,2026-05-28 10:05:45,@ApligianC
BREAKING: US strikes Iranian ground control station in defensive operation 1 hour ago Fox News host Jesse Watters has the latest on the conflict with Iran 9:30,2026-05-28 10:05:45,@Polis_in_Exile
"Technically speaking on the oil chart, crude oil is now reversing into a downtrend. Unless Trump has completely lost his mind, he has to get oil prices under control now.",2026-05-28 10:05:45,@S9deYTIpdr1DLKV
"“Donald Trump” the buffalo has been spared from sacrifice in Bangladesh after going viral. “Donald Trump,” the rare albino buffalo named for its blond tuft of hair, was hours away from being sacrificed for Eid until the government stepped in. The buffalo is now the national zoo",2026-05-28 10:05:44,@ConsulateC84706
"🚨 MAJOR ALERT: THE WHITE HOUSE IN WASHINGTON DC HAS JUST TURNED ALL RED, SIGNIFYING THE MASSIVE ARREST 🚨 🔔",2026-05-28 10:05:40,@quantum_help8
"Can someone confirm if USA is fully back in a war against Iran or not? Because they keep attacking each other and still say ""Ceasefire is not broken""",2026-05-28 10:05:38,@ridajarid2
Jill Biden says she thought Joe was having a stroke during his disastrous 2024 debate performance #FoxNews,2026-05-28 10:05:37,@LucaBernard60
Iran says it has a new air defence system. How significant is it?,2026-05-28 10:05:36,@AJEnglish
"the last 24 hours, President Trump posted two BULLISH statements about crypto He literally said “I will never let crypto down.” But $BTC dumped -$2000 immediately after this.",2026-05-28 10:05:36,@DrinadeJager
The real story isn't BlackRock's ETH outflows or XRP breaking support - it's the White House reviewing CFTC prediction-market rules with Trump pushing for federal control. This isn't just about crypto; it's a power grab disguised as regulation. If prediction markets (which are,2026-05-28 10:05:36,@cryptoupdate_io
