text,scraped_at,source
Idiot wwg1 Covid hit when trump was prez Operation Warp Speed and the vaxx were trumps Lying is in your DNA,2026-05-20 09:38:06,@Laurenc13071661
"Everyone MUST READ at least some of this long article. To sum it up, President Trump is now allowing our tap water to NOT be tested for poisons &amp; cancer causing elements. How dare he👹",2026-05-20 09:38:03,@TrustinginUSA
"This is proof, that there are good people in the US. The US should retreat from the Persian gulf now. - Lift all sanctions on Iran - Unfreeze Irani assets worldwide. Or get ready to get to be forced to open the blockade that has taken the world's energy hostage.",2026-05-20 09:38:03,@GattaniSriniwas
🚨#XAUUSD #GOLD &amp; #BTC Signal Join Free Signals💸 85% Win Ratio 4–7 Profitable Signals Every Day $CRO $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $hftisd,2026-05-20 09:38:02,@loriine_tr
"Congress reacts to Narendra Modi’s viral “Melody for Meloni” moment: “At a time when the nation is grappling with a fuel crisis and market volatility, with the world closely watching India’s economic situation, the Prime Minister’s priorities are clearly on display.”",2026-05-20 09:38:02,@asmatasleem13
ICYMI: Trump Is Right About Canada's Military. Matt Gurney Says We've Known It for Decades.,2026-05-20 09:38:00,@NEWSTALK1010
"🚨BREAKING: Stephen Miller, a senior Trump Advisor, is trying to exclude illegal aliens from the U.S. census, which removes House seats from Blue states like California, New York etc. Do you support excluding illegals from the U.S. census? 1. Hell Yes 2. No",2026-05-20 09:37:57,@Real_Michael9
🚨#XAUUSD #GOLD &amp; #BTC Signal Join Free Signals💸 85% Win Ratio 4–7 Profitable Signals Every Day $CRO $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $kydykd,2026-05-20 09:37:56,@loriine_tr
". YES, true! The President, TRUMP, is a grifter... CORRUPT!",2026-05-20 09:37:54,@ricfink
Stop Executions in Iran #FreeIran‌ #DigitalBlackOutIran‌,2026-05-20 09:37:54,@BGhaemi
Remember the recent MAGA remorse over Trump? It's all a lie.,2026-05-20 09:37:53,@Blueonblanc
Congress has admitted that the US lost aircrafts worth billions of Taxpayers money alongside that Iran is the first country ever to be able to hit an F-35. Many more surprises to be revealed if the war resumes…,2026-05-20 09:37:51,@MeLive007
This is just a start wait to see what happens when they regain control. They will be throwing people in jail so fast it will make your head spin. Not just the people like Trump and his cabinet but us for any trumped up charge they can find. They are pure evil,2026-05-20 09:37:49,@Phil04357170
🚨#XAUUSD #GOLD &amp; #BTC Signal Join Free Signals💸 85% Win Ratio 4–7 Profitable Signals Every Day $CRO $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $fhfhz,2026-05-20 09:37:49,@loriine_tr
"Regarding America, Iran and Israel: - America to release Iranian funds and ease sanctions - Iran to agree not to possess nuclear material beyond what is needed for medical use and to stop funding terrorism - Israel to immediately stop attacks on neighboring countries and …",2026-05-20 09:37:45,@ryanJenk1ns1
🚨#XAUUSD #GOLD &amp; #BTC Signal Join Free Signals💸 85% Win Ratio 4–7 Profitable Signals Every Day $CRO $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $,2026-05-20 09:37:43,@loriine_tr
Trump vs Massie in Kentucky: Is Israel breaking MAGA? — RT World News Israel first!,2026-05-20 09:37:42,@captain_ze69496
"because i explained this isolationist POV is 100% at odds with the united states as . (and i do consider us to be still btw. we all oppose the iran war for that reason), but it’s also with tariffs and anything else that takes us out of the global stage. we have a unique",2026-05-20 09:37:40,@primadonnatella
Senate advances measure to end military action in Iran in rebuke to Trump,2026-05-20 09:37:36,@Knight172
Happy Birthday USA. You are owned by billionaires from a foreign country. You farmland is going to Data Centers and China owns millions of acres of property near our Military bases. I am so sure Pres Trump is pleased,2026-05-20 09:37:36,@PhyllisGeo3025
AMERICAN INTERNET: DO YOU HEAR HOW THE REPUBLICANS ARE TALKING ABOUT PRESIDENT TRUMP ❓ THEY TALK ABOUT TRUMP LIKE HE JESUS CHRIST ⁉️ WHAT YOU THINK-THE AMERICAN MEDIAS AND REPUBLICANS POLITICIANS-ARE UP TO ⁉️🤔,2026-05-20 09:37:34,@prettyI206
JUST IN: Report Claims DOJ Settlement Over Trump-Linked IRS Audit Disputes,2026-05-20 09:37:34,@hokanewscom
Trump wants to give money to insurrectionists! Sign this petition to block him from doing that!,2026-05-20 09:37:33,@heavenstairway2
A group of US cargo carriers has called on the Trump administration to temporarily suspend taxes on jet fuel in response to rising prices caused by the Middle East conflict. #aircargo #airfreight #supplychain #logistics #airline #jetfuel,2026-05-20 09:37:33,@Air_Cargo_News
Massie should join the no kings movement. Trump looked like the ultimate dictator doing what he did there,2026-05-20 09:37:32,@miratheory
