text,scraped_at,source
"BREAKING — A large fire has broken out at a warehouse in Beer Sheva, Israel. Israeli media say the cause is still unclear, though some reports suggest it may have been struck by an Iranian missile about half an hour ago without warning sirens.",2026-03-25 07:05:10,@DailyIranNews
🚨 FREE #GOLD #XAUUSD TRADING SIGNALS! Join us on Telegram 👇 👉 98.99% Accuracy Rate 4–8 Profitable Signals Every Day. #GOLD #XAUUSD #CRYPTO $CRO $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $nns $trump $gbpusd $usdjpy $usdchf $usdcadjubgcf,2026-03-25 07:05:10,@deborah06921699
"VIDEO: Why should petrol be expensive in a country that produces it, if it’s not a sign of failure? Why is the war in Iran affecting Nigeria, a major producer of oil? - Dele Farotimi",2026-03-25 07:05:09,@MCraft369407
"Iran set tough conditions in returning to ceasefire talks with the Trump.Adm Tehran reportedly demands closing U.S. bases in the Gulf, reparations, sanctions relief, and the right to keep its missile program, among other conditions. U.S. officials called the demands unrealistic",2026-03-25 07:05:09,@Kirikaar77
"China is the 2nd biggest economy and superpower, but it's staying out of the USA-Israel-Iran war. Yet some Chintu from a dehat is asking why India, the Vishwaguru, isn't meddling like foolish Pakistan. Chintu, taking flying arrows into your --- is your habit, not ours.",2026-03-25 07:05:08,@Chikudi_US
"Democrats say ELECTION FRAUD is a non issue, to offset Trump's claim that 2020 was RIGGED for Biden. But every Trump ACCUSATION is a CONFESSION! They KNOW 2016, 2020, and 2024 were RIGGED for Trump! He only LOST in 2020 due to MAIL IN VOTES caused by COVID! Speak the TRUTH!",2026-03-25 07:05:08,@Michell33650674
Every country having fuel and oil problems because of the closing of the strait of Hormuz should sue Trump and America for the damage being caused by Trump's stupidity.,2026-03-25 07:05:07,@libliars
USMC set to take and control Kharg Island. This would be a stranglehold over Iranian oil revenue. Good,2026-03-25 07:05:07,@Montytruebriton
Biden his People make panic atack beghelp,2026-03-25 07:05:07,@edytaedyt
Police investigating if ambulance arson attack in Jewish area of London linked to IRAN.........no of course it is linked to The Ladies Knitting Circle in Cleethorpes you thick basterds,2026-03-25 07:05:07,@mike_mcdermott0
"The Senate Tuesday rejected the latest Democratic-led effort to rein in Trump on Iran as the U.S. and Tehran send conflicting messages about how the war might end. The near party-line vote was 47 to 53, falling short of the simple majority needed.",2026-03-25 07:05:06,@DonaldH95670
"If Saudi Arabia has entered the war against Iran officially, then it is almost certain that the Houthis will also become involved. There are also reports that Egypt has decided to supply the Kingdom of Saudi Arabia with three air defense battalions to help protect certain",2026-03-25 07:05:06,@ibra67578
Is election better or worse after Trump? #Trump2025 Is Trump the future or the past of freedom? #Trump2025,2026-03-25 07:05:05,@KOlsen245465822
"#IDF 🇮🇱: ""In the heart of Tehran: IDF attacked two naval cruise missile production sites The Air Force, guided by Military Intelligence and the Navy's Intelligence Division, attacked in recent days two central sites for naval cruise missile production in Tehran. The sites that",2026-03-25 07:05:05,@hey_itsmyturn
Fuck TRUMP FOR BEING A DIP SHIT. Wake the FUCK UP,2026-03-25 07:05:05,@Jenl980286
"Been AFK today, but $ZEC 240s came almost immediately after posting. Some one in the white house tipped me off 😀",2026-03-25 07:05:05,@OasisRoseTrader
SafeBuds' technology and device so great that even world leaders appreciate it. #wehear #Trump #earphones #music #earhealth #headphones,2026-03-25 07:05:05,@WeHear_official
Came to politics with the motto of eradicating Dravidian parties Gave around 40 seats to Sarathkumar's SMK &amp; Parivendar's IJK which are absolutely weak on the ground. Supported Congress candidate EVKS Elangovan in Erode by election without coalition. Joined DMK by compromising,2026-03-25 07:05:05,@AbhishekCH9
"""Plundering nations' wealth is one huge crime committed by Arrogant Powers, at the head of which are the US &amp; the complex network of Zionism."" Khamenei",2026-03-25 07:05:04,@AliAhmed_learns
"Care about Iranian lives??? Oh the massacre of 50,000 peaceful protesters in January 2026???? Big fat liar!",2026-03-25 07:05:03,@prashanwq
BREAKING | Inflation stays at 3% but Iran war set to send prices spiralling,2026-03-25 07:05:03,@Independent
People saying the US looks closer to regime change than Iran 🫢 that’s what happens when one system exposes its cracks and the other buries them. 💯 Loud systems look unstable. Controlled systems look stable. That illusion fools people every time.,2026-03-25 07:05:03,@FearlessWolfess
Trump Terrible 10: Total And Complete Disgrace Edition. Ranking the worst of the Trump administration over the past week. #TrumpFami,2026-03-25 07:05:02,@LeonardToa2082
Then why can’t Trump say it’s over if he won? #LIES #TrumpLost #Loser,2026-03-25 07:05:02,@BLMMF1
"🇮🇷🇺🇸 JUST IN: Iranian officials have told mediating countries that they have now been tricked twice by President Trump and “we don’t want to be fooled again,” according to Axios. Tehran conveyed deep skepticism to mediators from Pakistan, Egypt, and Turkey, suspecting that the",2026-03-25 07:05:01,@StateSideX
