text,scraped_at,source
"UAE President Sheikh Mohamed bin Zayed Al Nahyan condemns missile attack on Kurdistan President Nechirvan Barzani's Erbil home and reaffirms support. America's allies lock arms against Iran, sealing Tehran's doom Source: SarwanBarzani_",2026-03-29 07:06:42,@researchUSAI
"I don't agree with these community notes - Saying Ghalibaf is alive because he's posting on X and is ""addressing"" parliament means nothing. You are telling me IRGC leaders are having active parliamentary meetings in a building all together? If so broadcast it - I'd love to see it",2026-03-29 07:06:42,@ArcherNightfall
🇸🇾|The readiness of Iraq's tribes in Nasiriyah in the event that Iraq or Iran faces a ground invasion.,2026-03-29 07:06:42,@aprajitanefes
"If there is one criticism of Iran, it is that they were too nice to those who have been trying to destroy them for 47 years!",2026-03-29 07:06:42,@AnwarChowd91195
Houthis launch first missile strike against Israel escalating Iran proxy war,2026-03-29 07:06:40,@Chahali
JUST IN: 🇪🇬 Streets across Egypt go dark after government orders shops to close early to save power due to war in Iran.,2026-03-29 07:06:39,@MrCryptoMiner
⛈️ New market storming in Will a major strike on Iranian Nuclear Facilities occur by April 15? Take your position ⏬,2026-03-29 07:06:39,@RainPredictions
"The head of Uganda’s armed forces claims his troops could seize Tehran in just two weeks, while warning that any attempt to destroy or attack Israel would bring Uganda into the war at its side, with an immediate response in case of missile strikes.",2026-03-29 07:06:39,@AlertBreakNews
"A landing to seize an island might not cause many casualties, but defending it could. Can defending an island truly guarantee safe navigation in the Strait of Hormuz?",2026-03-29 07:06:37,@Jonewang7
Is this why Trump snapped about MBS like you stupid motherfucker do you know how much this shit costs,2026-03-29 07:06:36,@_ritafields
Exactly..! It is only because to satisfy their ego &amp; to dominate others. But this war with #Iran intimations something else.,2026-03-29 07:06:36,@Shk__R
"a regime change in Israel would change nothing, the problem is not the government, the same is for usa #iran #israel #usa",2026-03-29 07:06:35,@Shinkami144
", I just watched a movie that is based on a true story. It's called THE TRUMP PROPHECY. It's free on YouTube. Watch it to see if it can be used on Movie nite. TY",2026-03-29 07:06:35,@lynkay1955_nix
Even dogs protests against Trump!,2026-03-29 07:06:35,@tarapoconnor
That’s not a cyberattack … that’s been the reality in Iran for 47 years!,2026-03-29 07:06:34,@AiyleenD31008
"""THE DECEPTION IS OVER,THE GAME IS OVER.."" Owen Shroyer #Iran #KingRezaPahlavi‌ForIran",2026-03-29 07:06:34,@jamalov2000
🚨 Breaking: Anti-Khamenei protesters in Iran tore down the Iranian flag and raised calls for the return of the Pahlavi dynasty Iran's King Reza Pahlavi will become,2026-03-29 07:06:33,@JWhite99297
"What I think the media failed to convey in its coverage of the Iran war was the existential urgency felt by both Israeli and Islamic Republic leadership. Many Israelis, though probably not all, have felt since Oct 7 that Iran was literally trying to wipe them out. This was for",2026-03-29 07:06:33,@wretchardthecat
"""JUST DON'T MENTIONTHE WAR"" ... AND WHO STARTED IT. AND WHO'S KEEPING IT GOING AND WHO'S STUFFING UP THE BOWSERS IT'S NETANYAHU, TRUMP AND MURDOCH WHO'D SWALLOW THE CREDLIN COP-OUT?",2026-03-29 07:06:33,@AndrewK07966269
House Republicans flee Congress in record numbers amid growing dysfunction,2026-03-29 07:06:33,@DStewart541
Blue Jays LHP Mason Fluharty leaves game after being hit by 2 batted balls in one inning Iranian hackers post private Patel emails suspected Iranian hacking group claims responsibility for breaching FBI Director Kash Patel’s personal email president donald trump white house MAGA,2026-03-29 07:06:32,@LBGTQWTGBL
"Iran-Linked Hackers Breach FBI Director’s Personal Email, Hit",2026-03-29 07:06:32,@devsecopscv
"Despite having all the country's money at his disposal yet failing to build a single business or support any startups, he now ignorantly assaults an elite community #Iranian #Diaspora known for its expertise and knowledge abroad. #Iran #NoKing #NoDictator Can you just be silent?",2026-03-29 07:06:30,@Thinker0103
No Kings. Trump is finished ://youtu.be/uQqrR17MSjE?is=qClVv3DdJz2Ne0pC,2026-03-29 07:06:29,@straticotweet
🚨NETANYAHU PERSONALLY FUNDED HAMAS. THIS CHANGES EVERYTHING.🚨 Stop Trump Epstein Pedo Cover-up war! #NoKingsDayMarch28th #VOTEBLUE2026,2026-03-29 07:06:28,@ann_neona
