text,scraped_at,source
A powerful message from Brussels! Our youth reject all forms of dictatorship. The era of the Shah and the Mullahs is over. The future belongs to a democratic Iran. ✌️🚩 #100kFreeIranRally #FreeIran,2026-05-30 08:31:34,@Mehba1346
"While some histories are centuries old... Others have been standing for millennia. A 4,500-year-old tree in Iran and a 250-year-old country. Even at full speed... you're🇺🇸 still behind.",2026-05-30 08:31:34,@Harry_Wood26
"This is what karma looks like: After three months, Khamenei still doesn't even have a grave, and no memorial ceremony was held for him. A week after his death, his supporters were holding weddings in the streets. his son hasn't even released a one-minute speech since taking power",2026-05-30 08:31:33,@Iran_Azad26
"💥 BREAKING:🇺🇸🇮🇷 Iran Rejects U.S. Demands, Says Washington Cannot Dictate Its TermsKey takeaways: • Nuclear talks: Tehran says ending the conflict remains the top priority, with no details provided on uranium enrichment. • Shipping: Iran insists commercial vessels must",2026-05-30 08:31:32,@BitEuOfficial
Free iran and Iranian people from terrorists regime IRGC murderers 🤬,2026-05-30 08:31:31,@NoNameMind
"Many still think this is about Trump. It isn’t. More and more people are recognising that this is not a temporary Trump phenomenon. It is a structural shift. The age of maximising efficiency at the expense of resilience is ending. The age of economic statecraft, strategic",2026-05-30 08:31:30,@GeorgeDeGeorge
Only one person is responsible for this worst performance of and he is . None of the congress ruled governments are monitoring 6 principles of governance like Accountability; Transparency; Fairness; Independence;Responsibility and Ethics.,2026-05-30 08:31:28,@Balkris46773410
🚨BREAKING: 🇮🇷🇺🇸 Iran shoots down 7 US drone.,2026-05-30 08:31:27,@AArafi67105
Iran has triumphed over Trump. Israeli airstrikes on Lebanon and Gaza must stop immediately.,2026-05-30 08:31:25,@sghir_moha27296
Trump in Bangladesh😂,2026-05-30 08:31:25,@SAlom82696
"Iran mocks US diplomacy with new Minions-style animation: Iranian state media has released another Minions-style animation targeting American negotiators during ongoing nuclear talks. [The piece frames Washington as shifting from maximalist demands to seeking a ceasefire, while",2026-05-30 08:31:24,@Yashika10614068
"Iranian Army air defense forces shot down an aggressor Orbiter drone over Qeshm early today, successfully intercepting it via the country's integrated air defense network. Follow:",2026-05-30 08:31:24,@PressTV
Iran President has appreciated Pakistan’s “effective efforts” to help reach an agreement between Iran and the US. #VoiceOfNations,2026-05-30 08:31:23,@VoiceOfNations7
"Since the William Knox D'Arcy in 1901, the only interest Britain and now the USA have in IRAN is the oil. IRAN has been fighting them off for that long over IRANIAN oil. You should know them by now. Do not believe the nuclear ruse. It's about the $$$",2026-05-30 08:31:22,@Immortality_IMT
"After the world cup, Donald Trump will be here in East Africa, to confirm the following things 1: Rwanda will be mixed with burundi president, will be Paul Kagame, 2: DRC and Uganda president will be M7 3: Kenya and Tanzania president will be Ruto God bless this world in peace",2026-05-30 08:31:22,@simon_cyub24613
God bless President Donald J Trump and his family,2026-05-30 08:31:19,@GrandmaNYCA
Donald Trump Jr. Weds Bettina Anderson In An Intimate And Beautiful Ceremony.,2026-05-30 08:31:15,@richboat96
"VEREM–BETIM ROAD ROW CONGRESS ALLEGES IRREGULARITIES, DEMANDS PROBE Saligao Congress has slammed MLA Kedar Naik over alleged irregularities in the ongoing Verem–Betim road cutting work during peak monsoon. Party leader Tulio and local residents have termed the work highly",2026-05-30 08:31:14,@goanewshub
"🇮🇷🇷🇺🇨🇳 Ebrahim Azizi, Chairman of the Iranian Parliament's National Security and Foreign Policy Committee:",2026-05-30 08:31:12,@volkova_ma57183
70 additional — The Weapon We Can''t Control: White House Blocks Anthropic Mythos Expansion Over Dual-Use AI Risk. TL;DR The Trump White House is blocking Anthropic's plan to expand access to Mythos — its advanced AI vulnerability-finder — from 50 companies (Project…,2026-05-30 08:31:11,@lyrie_ai
"Dear ji If no action is taken against the culprits then we should stop differentiating ourselves from Congress. Congress has destroyed life of many students, are we planning to do the same? Where is the accountability?",2026-05-30 08:31:11,@shaksingh
VIVA #IRAN VIVA #SHAH VIVA #IRAN VIVA #SHAH #PAHLAVIDYNASTY THE GREAT IRANIAN'S #SHAH OF #IRAN FOREVER #PAHLAVIDYNASTY THE GREAT 💚💚💚💚💚💚💚🤍🤍🤍🤴🤍🤍🤍♥️♥️♥️♥️♥️♥️♥️ #REZASHAHTHESECOND #KINGREZAPAHLAVI #RETURNTHESHAHOFIRAN #KINGREZAPAHLAVI,2026-05-30 08:31:11,@DehkordiAzar
"I know, that Democratic lawmakers know, that Musk rigged 2024 for Trump. I can guarantee most knew it immediately, just as I and others did. It could be fear, intimidation, threats, blackmail, or who knows why they've never spoken of it. But the longer they wait, the worse it",2026-05-30 08:31:10,@Michell33650674
"🚀BOOOOOOMMMMM!!! TRUMP HAS BIG NEWS FOR CRYPTO AND $XRP !!🔥 President Trump: “We have a big announcement to make, not about trade but something else but it’s going to be a truly earth shattering and a positive development for this country and for the people of this country.”",2026-05-30 08:31:09,@CMSLawFirmLLC
