text,scraped_at,source
"Trump is a loser, a liar and a pedophile.",2026-06-21 09:53:58,@LizLovesDetroit
Never ever heard such wisdom from phony Biden,2026-06-21 09:53:57,@wills_berry
"Trump Calls PM Modi One Of World's Greatest Leaders, Praise India's Rise: Very Tough &amp; Calm via NaMo App",2026-06-21 09:53:57,@rak33923
"☀️ Good Morning, Gambana Fam! 🌍 Yesterday’s Results 🇳🇱 Netherlands 5️⃣–1️⃣ Sweden 🇸🇪 🇩🇪 Germany 2️⃣–1️⃣ Ivory Coast 🇨🇮 🇪🇨 Ecuador 0️⃣–0️⃣ Curaçao 🇨🇼 🇹🇳 Tunisia 0️⃣–4️⃣ Japan 🇯🇵 👀 Which team do you think will cause an upset today? 🔥 Today’s Fixtures 🇪🇸 Spain 🆚 Saudi Arabia 🇸🇦 🇧🇪",2026-06-21 09:53:57,@gambana
Washington state African man caretaker here for dad 12am eastern-5 am eastern sister Kelly ordered mom called Louisiana police on dad under Biden/Harris 8/24 mom called Washington state police on dad under Biden/Harris 11/24 African man on cell phone help dad get to,2026-06-21 09:53:56,@Kdpasscpaexamva
STRAIT OF HORMUZ IS SHUT. IRGC NAVY IS BLOCKING ALL SHIPS UNTIL FURTHER NOTICE,2026-06-21 09:53:55,@dthiru001
"gm degens, big day ahead 🔥 0x7A91EDFDa4cAC189791e63eEcB5A557FAc69ba12 Vote now for $TRUMP I voted for these too: $BLESS $WCINU $RPL CA: 0x7A91EDFDa4cAC189791e63eEcB5A557FAc69ba12",2026-06-21 09:53:52,@hg_keith
Why haven’t these people been arrested yet? There are international warrants for some of them. The leaders of the world are cowards and they refuse to do it. Trump will go down in history as an Israel First traitor. But he’s not alone. All the nations in the world who could,2026-06-21 09:53:51,@RQ4Peace
Today at the World Cup: - Group H: Spain v Saudi Arabia 🇪🇸🇸🇦 (Atlanta) - Group G: Belgium v Iran 🇧🇪🇮🇷 (Los Angeles) - Group H: Uruguay v Cape Verde 🇺🇾🇨🇻 (Miami) - Group G: New Zealand v Egypt 🇳🇿🇪🇬 (Vancouver) #WorldCup2026 #WeAre26,2026-06-21 09:53:51,@scotty2smithy
Israeli fighter jets bombard Beirut’s southern suburbs in another ceasefire violation #Farisiniran #StandForPeace #Iran #SupportHumanRights,2026-06-21 09:53:51,@Zoe_here90
Diplomatic engagement in Switzerland as Iran and Swiss officials meet ahead of key US-Iran talks #Iran #Switzerland #Diplomacy #PeaceTalks #AbbasAraghchi #InternationalRelations #GlobalAffairs,2026-06-21 09:53:50,@NewsMobileIndia
Hope Belgium slaughters Iran tonight,2026-06-21 09:53:49,@mmoonnliigghhtt
"⏺CBS News, quoting ""a diplomat present at the Switzerland talks,"" said: ✅An emergency session to address the dispute between Israel and the Lebanese Hezbollah militia group has been added to the agenda for the first day of peace talks. He noted that this issue will be raised",2026-06-21 09:53:48,@Alexkennedy213
I've been waiting for a man to stand up to Trump when he calls female reporters names. They all just stand there like a bunch of slack jawed yokels. Its goes to show you its women who have balls .,2026-06-21 09:53:48,@AhearnColeen
"If you’ve been trying to understand every twist in the Iran–U.S. situation since February, here’s my advice: Stop letting it consume you. Both sides will push propaganda. Your time, energy, and peace are better spent on things you can actually control.",2026-06-21 09:53:48,@UnfilteredE2026
And these shots are worrying about gender discrimination in Iran 🇮🇷🇮🇷,2026-06-21 09:53:47,@Abbas31286
"2 (Sec 101, Row 16) game tickets for the Belgium vs Iran Jun 21 • Sun • 12:00PM • 2026 - Letting them go for cheap.",2026-06-21 09:53:44,@Segz1_
Iran: President Pezeshkian says will never give up uranium enrichment. Nuclear talks stalled. Brent crude edges higher.,2026-06-21 09:53:44,@vermoutharc
"#Trump spends hours of time thinking of horrible nicknames for professionals and way too much thinking up fabricated stories about those who reject him, like Italian Giorgio #Meloni .. HIS MIND IS GONE",2026-06-21 09:53:37,@Tomen8r
Brutal. But it was obvious that Trump was ill equipped to serve &amp; direct US foreign policy. Adelson should have seen this fact a mile away. She could have backed someone else or threw her weight behind a different VP.,2026-06-21 09:53:37,@GoldenRuleLover
Negin Ghadimi was a daughter of Iran. She was killed by the Islamic regime. We will not let her name fade. We will not forget. #KingRezaPahlavi #نگین_قدیمی,2026-06-21 09:53:36,@Mikimam80
"🚨 BREAKING: Meanwhile, the Iranian team has arrived in Switzerland for the agreement with the US. On the other hand, Israel is launching a massive attack on Iran. Shockwave captured on camera. 🇮🇱🔥🇮🇷",2026-06-21 09:53:36,@Americalives_
"The U.S. is floating sanctions relief for Iran, but only if certain conditions are met. Curious what people think—does this move help, or just add more leverage?",2026-06-21 09:53:35,@lillianpec4144
"A non-Congress govt headed by Modiji is now at Centre, so who is stopping them to investigate n prosecute Sonia Gandhi for this, this joke is on you then.",2026-06-21 09:53:34,@UJJAVALSHAH2
