text,scraped_at,source
"Sen. Whitehouse to uncover connections between Trump, Russia, and Epstein. via",2026-03-26 07:12:42,@morissak
"Imran Khan is the only global leader with the courage to speak plainly and the integrity to be trusted by both the U.S. and Iran. Without a mediator of his caliber, further escalation would be catastrophic for the entire world. Your inconclusive recommendations",2026-03-26 07:12:42,@MAK02539180
"This is unfuckingbelievable! After the hell put Hunter Biden through and their 4 year sham impeachment proceedings against Biden these assholes walk out on a motion to subpoena Junior? I sure hope they are enjoying their power as the majority in the House, because",2026-03-26 07:12:42,@ResisterChic
"Why are there so many idiots elected into Congress?! We need Term Limits, drug testing &amp; civics knowledge transfers 🇺🇸",2026-03-26 07:12:41,@KD_EdgeX
Trump is the one who approved an operation to kill Putin that the CIA is running so Mr. Bacon double check your security clearance on this.,2026-03-26 07:12:41,@wow1814819
"Iran has allowed ships from “friendly” nations, including India, China and Russia, to pass through the Strait of Hormuz. Foreign Minister Abbas Araghchi said the move comes amid ongoing war-related disruptions, with Tehran earlier indicating passage for “non-hostile” vessels.",2026-03-26 07:12:40,@thecsrjournal
More winning???? Israel's top airport shuts completely after advanced Iran Arash-2 drone strikes Ben Gurion house Pentagon &amp; civilian jets. Need a guru.....know any???,2026-03-26 07:12:39,@1778australian
🇺🇸 UPDATE: U.S. Defense Secretary Pete Hegseth claims Iran has been “defeated” and its capabilities “wiped out.” Remarks come amid ongoing conflict in the region.,2026-03-26 07:12:37,@PrimeReportX
The future of the classroom is officially here. 🤖 Melania Trump shares the spotlight with a robot to showcase the latest in education and tech! See how AI and innovation are transforming the way we learn. 📚✨ #MelaniaTrump #EducationTech #AI,2026-03-26 07:12:37,@WT_Trending
"Iranian Army Attacks Israeli Air Support Centers, Vital Equipment of Mossad",2026-03-26 07:12:37,@Tasnimnews_EN
Congress needs to stop putting workers and their families at risk of hunger and financial ruin while they play stupid games for political points! How INHUMANE!,2026-03-26 07:12:37,@DoryJudhug
Uganda wants to defend Israel militarily against Iran.,2026-03-26 07:12:36,@Sentletse
US-Iran ceasefire: What's in Iran's counter proposal? | DW News via,2026-03-26 07:12:35,@KhanNomadshef
"Just in : Mohammad-Bagher Ghalibaf, to Hezbollah leader Naim Qassem in Lebanon : 📌“Trump’s peace negotiations are a sham. Iran has accurate intelligence that the US, UK , and Israel, with the support of Saudi Arabia and the UAE, are planning to take over Kharg Island , Strait",2026-03-26 07:12:35,@kurdistannews24
"So Ive been thinking about all the missing scientist the UFO general,the plasma scientist &amp; the alloy scientist, then I saw a video saying Iran has a stargate or something, now Im not one to knock a conspiracy theory but if the stargate thing is true could it be linked? #stargate",2026-03-26 07:12:35,@jjpressley
Was Biden their “walking model” for the robots? 🤔😂,2026-03-26 07:12:35,@CA_Patriot9
Hmmm bomb shelter huh...Iran and Lebanon doesnt have bomb shelters for civilians and I know for a fact Palestinians doesnt have any shelters at all. So I hope this author is not actually 🤢 israhelli 🤮 or those traitors bc well you will not have my sympathy.,2026-03-26 07:12:34,@Qisya53282
Houthis will down few of them 😂,2026-03-26 07:12:31,@dpsisi
"President Obama, President Biden—Please STOP. You have done enough damage already. STOP HURTING THE PEOPLE OF IRAN!",2026-03-26 07:12:31,@USbizMarketing
"🇺🇬 #Uganda military vowed to fight for Israel 🇮🇱 and boldly warned Iran ""If Tehran dares hit us with missiles. We shall retaliate with our own missiles.""",2026-03-26 07:12:30,@am_tefara
"Hey world, Her father is associated with IRGC leadership, look him up: Mohammad Bagher Bakhtiar. He was the founder of the Naval Force of the Islamic Revolutionary Guard Corps (IRGC), the terroristic regime occupying Iran! And this bitch is worried her salary might get cut.",2026-03-26 07:12:29,@Sana_141592
"🛢️Asian markets were mixed as the dollar firmed amid cautious trading after Iran signalled it may consider a U.S. ceasefire proposal Oil topped $100 on Strait of Hormuz disruptions, heightening inflation and rate concerns. #Oil #Iran #Inflation",2026-03-26 07:12:28,@theTradeOp
Trump’s Zionist regime decided to silence opposition once and for all #Torah #ZOG #Zionism #Trump #Jews #QAnon #GOP #ViralVideo #Goyim #Conspiracy #PoliticalDebate #FreeSpeech #Israel #Talmud #Kabbalah #Mossad,2026-03-26 07:12:27,@RadikalNa67988
Trump: 'I went on EXCURSION into hell' in Iran,2026-03-26 07:12:25,@AllisonAjuluch
"#AMAY | Iran will keep charging a fee to use Strait of Hormuz safely, official says",2026-03-26 07:12:23,@EgyIndependent
