text,scraped_at,source
❣️Iranian made a ceasefire with only International-Butchers 🫠 NOT with Israeli-Butchers 🤪,2026-04-08 08:57:54,@UniqPage6699
"This is Iran's 10 point plain Wich trump has accepted as ""a workable basis on woich to negotiate"" #iranwin #good #ViralizeNews #trending #Xnews",2026-04-08 08:57:54,@nasir_zehra
Trump to Iran Islamic Regime. You’ve been bombed for a while now. You haven’t listened to the people nor the bombs. This proves your evil psychopathic ways. You’ve FAFO for to long. The weak leftards cry foul against Trump. Calling him mental etc. They are cowards. Well,2026-04-08 08:57:53,@IsThisJustice
All market indicators are not in favor of Mr Aliko to keep milking the Iran situation to sell PMS and AGO at exhorting prices . But what will he do? 🤔🐢,2026-04-08 08:57:53,@Mr_Yorkey
🚨#XAUUSD #GOLD Signal Join Free Signals💸 96% Accuracy Rate 2–7 Profitable Signals Every Day $CRO $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $yznzhbzinht,2026-04-08 08:57:53,@Mrharry118
"🟢 Signal Deck Daily Briefing — April 8, 2026 U.S.–Iran ceasefire sends risk assets surging. War premium unwinding fast as Strait of Hormuz reopens. 🔹 BTC reclaims $71.9K — V-shape recovery confirmed, eyes on $74.8K swing high 🔹 S&amp;P 500 rips 2.66% to 6,793 — death cross",2026-04-08 08:57:53,@signaldecktrade
"🚨BREAKING: US and Iran agree to 2-week ceasefire — Iran will reopen Strait of Hormuz. Trump announced it right before his deadline. Israel supports (but says it excludes Lebanon). Oil prices plunging, stocks jumping. Source: AP News live updates →",2026-04-08 08:57:52,@msunc1985
Iran reports emergency protection and documentation of the Marble Throne at Golestan Palace after it was damaged by the blast wave from the airstrike on Arg Square in Tehran.,2026-04-08 08:57:52,@MiddleEstJstNow
"US 2 Week ""Ceasefire"" is ANOTHER Trap For Iran via",2026-04-08 08:57:52,@JohnSmith193429
Straight from the heart... the almighty Iran fighting to save the human race from the evil grip of Zionism.,2026-04-08 08:57:51,@Simkho_II
Trump is in a Deranged Syndrome! President Trump is TDS!!!,2026-04-08 08:57:51,@STetrahedr89140
"TACO TRUMP . ""TRUMP ALWAYS CHICKENS OUT"" 🤣🤣 Full of hot air . Americans must be really proud of him !!! 🤪🤪 #IranWar‌",2026-04-08 08:57:50,@WELSHDRAGON135
JAPAN PRIME MINISTER TAKAICHI REQUESTED IRAN TO ENSURE SAFETY OF ALL VESSELS PASSING THROUGH THE STRAIT OF HORMUZ ...,2026-04-08 08:57:50,@MarketNews_Feed
"The US/Iran ceasefire, the US dollar declined, reversing earlier gains it had made as a safe-haven asset during the conflict. At about 8:10 am (0610 GMT) the dollar was trading at 1.17 euros, down around 1.1 percent. Against the pound, the dollar fell around 0.9 percent to $1.34",2026-04-08 08:57:49,@HM57885
Here's the dirty little secret. The US Navy could have easily re-opened the Strait of Hormuz at any time. But a closed Strait put pressure on China. Now we are learning China pressured Iran to re-open the Strait. Trump is the master of leverage.,2026-04-08 08:57:48,@war_zap
"We should make it official that Netanyahu is our Commander in Chief, thereby allowing dear leader Trump more time to focus on domestic issues such as better healthcare system and lower food prices which he promised but never got around to delivering.",2026-04-08 08:57:48,@Skeptic21528598
"#reports Temporary US - Iran ceasefire pauses conflict as negotiations continue. Iran’s 10-point framework demands sanctions relief, nuclear rights, and regional changes, while major disputes remain unresolved, making this a fragile, high-stakes diplomatic pause. #jeffreysHistory",2026-04-08 08:57:48,@jeffreysHistory
Saudi Arabia has praised the role of Pakistan in brokering ceasefire between Iran and US. Read more: #pakistanconnect,2026-04-08 08:57:47,@ConnectingPak
🚨#XAUUSD #GOLD Signal Join Free Signals💸 96% Accuracy Rate 2–7 Profitable Signals Every Day $CRO $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $yznzhbzefdw,2026-04-08 08:57:47,@Mrharry118
I’m not anti American! I contradict your assertion that America is great! It WAS great until Trump was elected; now he’s dragged the country into his messy cesspit. It’ll be hard to extricate itself from it for quite a while. Trust must be restored politically with allies.,2026-04-08 08:57:47,@smethamdad
"𝐓𝐡𝐞 𝐥𝐞𝐚𝐝𝐞𝐫𝐬' 𝐦𝐞𝐞𝐭𝐢𝐧𝐠 𝐢𝐧 𝐀𝐳𝐢𝐦𝐢𝐚, 𝐊𝐚𝐫𝐚𝐣, 𝐰𝐚𝐬 𝐛𝐨𝐦𝐛𝐞𝐝, 𝐚𝐧𝐝 𝐬𝐞𝐯𝐞𝐫𝐚𝐥 IRGC 𝐨𝐟𝐟𝐢𝐜𝐢𝐚𝐥𝐬 𝐰𝐞𝐫𝐞 𝐤𝐢𝐥𝐥𝐞𝐝.",2026-04-08 08:57:47,@AlvesPedro57992
"Trump’s chaotic foreign policy reached its limit. Iran didn't blink, and the US had to blink first.#آمریکا_شکست_خورد",2026-04-08 08:57:47,@gjsideh19767
"You just have to be that Nigerian David was talking about and spin Iran into the genocidal mix. Rest. Iran is by far a better humane country than the US/Israel. If you choose to still believe their lies against Iran, it's on you.",2026-04-08 08:57:46,@GenASamad
There is some unhealthy amount of propaganda against Iran,2026-04-08 08:57:46,@Fardo001
