text,scraped_at,source
U.S. Hits Iran Again After Trump Said Tehran Has Been ‘Tapping Us Along’ in Talks,2026-06-11 10:29:05,@jtblogs25
Trump Feared THIS Reporter Most 😳 #Trump #Politics #Shorts via,2026-06-11 10:29:03,@DocAndersen
"I don’t know much but I know this much, if Trump touches it it turns to shit but if Taylor Swift endorses it, it wins chips",2026-06-11 10:29:00,@Prettyl0u
"🇺🇸 BIG: President Trump says he'll soon meet with top AI executives to discuss giving Americans a stake in AI companies' wealth. ""If we do that, the public will become very rich."" #AI #news #USD",2026-06-11 10:29:00,@thomasbpeter001
"▫ Years of buttering up Trump ahead of World Cup ▫Gianni Infantino has unabashedly courted the president’s favor. Soccer officials privately ask, who really benefits? ▫ ▫ #frontpagestoday #USA 🇺🇸",2026-06-11 10:29:00,@ukpapers
Netanyahu blasts Turkey's 'antisemitic dictator' that Trump says 'he loves' | World Israel News Turkeys leader is an antisemite and a dictator,2026-06-11 10:28:59,@Zeek2352
"𝗧𝘄𝗼 𝗠𝗼𝗿𝗲 𝗣𝗿𝗲𝗱𝗶𝗰𝘁𝗶𝗼𝗻𝘀 𝗟𝗮𝗻𝗱𝗲𝗱 𝗧𝗼𝗱𝗮𝘆. 𝗧𝗵𝗲 𝗛𝗼𝗿𝗺𝘂𝘇 𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿-𝗖𝗼𝗻𝘃𝗲𝗿𝘀𝗶𝗼𝗻 𝗧𝗵𝗲𝘀𝗶𝘀 𝗶𝘀 𝗡𝗼𝘄 𝗢𝗽𝗲𝗿𝗮𝘁𝗶𝗼𝗻𝗮𝗹. 𝗜𝗻𝗱𝗶𝗮 𝗶𝘀 𝘁𝗵𝗲 𝗩𝗮𝗹𝗶𝗱𝗮𝘁𝗶𝗼𝗻. In a longform Substack on 4 June, 2026, I argued that the US",2026-06-11 10:28:58,@aj_geo_analysis
"LEAKED: RINO Thom Tillis Throws a Tantrum in Private Email to GOP Colleagues --- Whines About Trump's ""Constant Push"" for SAVE America Act, Defends Susan Collins, and Attacks Tommy Tuberville for Calling Out Republican Betrayers by Name The DC Swamp is panicking, and the",2026-06-11 10:28:57,@Polis_in_Exile
"A Russian colonel heading the country's artillery and ammunition supply was killed in a car bombing near Moscow, as Ukraine launched an extensive overnight drone and missile campaign striking targets deep inside Russian territory. Meanwhile, US-Iran ceasefire talks face severe",2026-06-11 10:28:56,@amlivemon
So presumably Trump was rooting for the Knicks just like Taylor Swift? (Presumably),2026-06-11 10:28:54,@KarstenNic1075
"Available now on YouTube channel Featuring talking home nations, ticketing, scheduling and Trump! Available free for all to watch now Don’t forget to subscribe, share &amp; comment!",2026-06-11 10:28:50,@gazpop81
"Yes, but it means that the Met won’t buy from a company with Trump and Israeli connections, however irrelevant to the product. And that matters much more to than your or my safety.",2026-06-11 10:28:50,@socalmpaul
India needs to stop buying Iranian oil if they’re serious about global peace,2026-06-11 10:28:49,@Lizzbird329
"Iran US War Resumes; Russia Brushes Off EU Sanctions, Complains To China... via",2026-06-11 10:28:48,@manatrue
"It's giving trump, kim jong un, or joe biden",2026-06-11 10:28:48,@RoViKiSpeeNni
"Nigeria has been profiting from the US-Iran War but your Tinubu still allowed fuel (N1,370) and gas (N1,800) rise at an all time high. Btwn March and April alone we gained extra N5.13trn to N6.46trn. (read that again) The APC Tinubu is incompetent. #June12 Protest 🪧 APC Must Go",2026-06-11 10:28:48,@JonnieIledun
NJ Joins Lawsuit Challenging Trump Administration’s New Federal Contracting Rules #Newark via #njnewsandcommunity #federalcontractingrules #lawsuit #newjersey #rlsmetro #rlsmedia,2026-06-11 10:28:47,@RLSMetro
#Claude The market never sleeps — and neither does the opportunity. I’m a futures trader dropping my personal high-probability setups with exact entries and exits for free. $TRUMP $JEM 5a2f4n,2026-06-11 10:28:47,@Khok12321
"BREAKING: Traffic in the Strait of Hormuz has now dropped to ""complete zero"" after the IRGC Navy announced a full shutdown of the Strait following US strikes. Satellite imagery confirms not a single ship passing, per Tasnim. #war #USAIRAN",2026-06-11 10:28:47,@sharetipsinfo
"#Coinstream / #Coinstreamex scam victim? Don’t lose hope! Message me now, and my team will assist you in recovering your lost funds. #Scam #CryptoScam #CryptoRecovery #WithdrawalProblems #Trump",2026-06-11 10:28:47,@DRAZE240382
"Why is it the last wave before this round IRAN hit a radae/satellite installment just outside a military base, no casualties, no injuries, nothing. However in a very short time after it began to rain in the region. What was located at that installment ? Weather Modification/REAL?",2026-06-11 10:28:47,@rh0524768372603
"Rahul Gandhi says, 'Modi ne marwa diya' in Congress meet: Sources Whether it is the economy, unemployment, price rise, or shortages of LPG, diesel, and petrol, the situation is worrying...PM Modi must accept moral responsibility: tells Congress is",2026-06-11 10:28:46,@TimesNow
#Rashid_Mazaheri is a footballer who was loved by the Iranian people. He who protested the massacre of the Iranian people by the IRGC and Ali Khamenei is now arrested by this regime. Let's spread Rashid's voice to the world.,2026-06-11 10:28:45,@aryanbeyadeday
"⚠️ China🇨🇳 ""strongly urges"" immediate halt to Middle East military operations ⚠️ Saudi Arabia🇸🇦 condemns Iran🇮🇷 attacks, calls for US negotiations to #XAUUSD #GoldTrading #GoldSignals #XAUUSD_Signals",2026-06-11 10:28:43,@Tradewithabhiii
"Football and the World Cup now the most corrupt sports events! The host bribing and subverting its way to ""glory""... In 2018: Russia (scandalous) In 2022: Qatar (scandalous) In 2026: 🇺🇸 (Trump)",2026-06-11 10:28:42,@D2055de
