text,scraped_at,source
Why is Donald trump conversing with aliens.. or Mabey elven folk,2026-06-13 09:20:11,@al3xisno1r
Norway guards meet President Trump. They are known for their long white hair ✍️,2026-06-13 09:20:11,@jamesrugabura
don't miss your rewward $TRUMP CA: 0x172eb459C85f82Cb2a2E007a8DbA26402ed75BF4,2026-06-13 09:20:05,@Garimabasnyat
Latest News: Chances of Iran deal remain stable ahead of June 30 deadline as active trading and SpaceX rally lift broader market optimism.,2026-06-13 09:20:05,@TradeApologist
"gm degens, big day ahead 🔥 0xd5eaAaC47bD1993d661bc087E15dfb079a7f3C19 Vote now for $KOMA I voted for these too: $MEGA $MFINU $TRUMP CA: 0xd5eaAaC47bD1993d661bc087E15dfb079a7f3C19",2026-06-13 09:20:05,@sakrali34524087
"The U.S. is set to deploy 3,000 soldiers from it's elite 82nd Airborne Division to help with its efforts in Iran. Tom Swarbrick brings you the latest.",2026-06-13 09:20:04,@lbczmui
A wonderful woman just complimented my Trump license plate — now THAT’S what a real woman and a real American looks like ”,2026-06-13 09:20:00,@McdermottB13965
"BREAKING: JOE BIDEN WINS Joe Biden will be the 46th president of the United States, CNN projects, after a victory in Pennsylvania puts the Scranton-born Democrat over 270",2026-06-13 09:20:00,@MHilll32573
"gm degens, big day ahead 🔥 0xc35ED584B24fd2D0885708E370343C43e20f3424 Click to vote $SHIBAAI Also backing: $TRUMP $WOJ $MINICLAW CA: 0xc35ED584B24fd2D0885708E370343C43e20f3424",2026-06-13 09:19:59,@aditya__soni931
guest Professor Seyed Marandi. With whom is Trump negotiating? What shoc... via,2026-06-13 09:19:58,@Arsenalsgatan
"President Trump will collapse. I do not believe the killers in Tehran will sign any agreement with him, and that is a good thing for us Kurds.",2026-06-13 09:19:57,@AlaniLiani
🚨REAL TALK: Who’s your favorite President? A. Obama B. Trump,2026-06-13 09:19:57,@sareenfrank
sup $TRUMP is heating up for the trending board Cast a vote. link: only 211 votes away to list iykyk,2026-06-13 09:19:57,@marcinha147258
"If no Trump supporters showed up to demonstrate against it, that’s a good sign ...",2026-06-13 09:19:55,@EU_Bureaucrat
we may see a massive bull run in mid and small cap space if Iran-US war situation resolves.,2026-06-13 09:19:54,@Kaushal_Sengar7
The fact that Hunter Biden is defending Graham Platner tells me plenty about Platner....,2026-06-13 09:19:54,@TheSaltyCompass
"So in the dead of night while he's probably awake tweet baiting, they remove Trumps name from the Kennedy Center and put a tarp up so we couldn't see it- well that is a big FUCK YOU to the American Citizens by Donald Jessica Trump. He don't care about us, only puny idiots with 💵",2026-06-13 09:19:52,@NitwitMisfit
🚨CRAZY 🇺🇸Trump has nominated former SEC Chairman Jay Clayton as Director of National Intelligence. The same Jay Clayton who filed the SEC lawsuit against Ripple in December 2020.,2026-06-13 09:19:51,@ReaI_SKB
"Beware the Naked Men Offering You their Shirts. By Ikenna Ndubisi June 13, 2026. If you have not read the book titled “Beware the Naked Man Who Offers You His Shirt,” I strongly recommend you do. It is a piece of timeless wisdom authored by Harvey Mackay, a U.S. businessman",2026-06-13 09:19:50,@obi_media
Sometimes I wonder which event happening today will be studied in classrooms 50 years from now. Maybe the 2026 close of strait of hormuz?,2026-06-13 09:19:49,@revolyte
Just one of them is an American hero 🇺🇸. Which one is an American hero? A) Elon Musk B) Donald Trump C) JD Vance,2026-06-13 09:19:48,@Alex_west123
Iran 🇮🇷🇮🇷🇮🇷Official World Cup Squad.,2026-06-13 09:19:47,@_ElishaUTD
"#BREAKING: Iran has officially named peace deal with United States, the ""Islamabad Memorandum.""",2026-06-13 09:19:46,@drsumalik
"Anthropic has suspended its new AI model after 🇺🇸US authorities raised security concerns just days following its public release. Claude Fable 5 is a version of Anthropic's Claude Mythos, an AI program rivalling competitors OpenAI's ChatGPT and Google's Gemini. A concern",2026-06-13 09:19:45,@Dovydas44444
"After TMC, NCP chief Sharad Pawar is in talks with Congress for merger",2026-06-13 09:19:44,@Intel_Jackal
