text,scraped_at,source
"🐀|Netanyahu's Meaningful Silence After the Release of the Memorandum of Understanding Between Iran and the United States 🔹More than 12 hours after the official release of the memorandum of understanding between Iran and the United States, Benjamin Netanyahu, the Prime Minister",2026-06-18 10:25:18,@aprajitanefes
"Unfortunately, recently opinion of US taxpayers majority is not taken into account in regards of American domestic and international politics. While Jewish Americans represent roughly 2% of the US population, their representation among top political contributors is significantly",2026-06-18 10:25:18,@NKromchenk4068
Check out Amber Ivey's video! #TikTok Watching this video brings backs nightmares of what we went thru with NUMB-NUTS BIDEN. WE CANNOT EVER TRUST THE DEMS OR THE MEDIA AGAIN! They told us this was the Best Biden we ever saw🤣🤣,2026-06-18 10:25:17,@Mike05079897
Trump can’t save you shtetl rats from The Coming Man,2026-06-18 10:25:14,@SolarInitiate
"US president Donald Trump has repeatedly pushed for European NATO allies to divert more money to defence spending,#bnwo #GranHermanoGeneraciónDorada #DondeEstanLosNiñosHaitianos #pakistanpeacebroker #रानी_लक्ष्मीबाई .",2026-06-18 10:25:13,@SterlingEx6111
"Gas drops below $4/gallon for the 1st time since March 30, per Pump prices continue to retreat from the wartime high of $4.56, though they're still up from the pre-war level of $2.98 Keep in mind gas never got above $4 in either Trump administration until the Iran war",2026-06-18 10:25:13,@MattEganCNN
"Trump signed his instrument of surrender at Versailles without realising the historical significance. When Hitler took France, he had the railway carriage used for the surrender ceremony blown up. Best of Trump isn't told that; no saying what he'd do.",2026-06-18 10:25:12,@DavidS1947
Pentagon chief Pete Hesgeth has slammed his NATO allies at a roundtable meeting over defence spending and what he says was a failure to provide US forces access to bases in Europe to launch attacks on Iran. Hesgeth also announced a review of the US military presence in Europe.,2026-06-18 10:25:10,@AJENews
"“Dollar firms near a 2 and a half month high after Fed’s hawkish shift, with Iran peace deal in focus” The U.S. dollar clung to a more than two-month high on Thursday after the Federal Reserve signaled it could still raise interest rates later this year, while investors weighed",2026-06-18 10:25:09,@tradin
It’s just what marxists do. They destroy and they build nothing. Joe Biden Brags About Killing Oil Industry During Appearance on 'Jay Leno's Garage' (VIDEO) #gatewaypundit via,2026-06-18 10:25:09,@SCAR_HEART_01
US has lost the fight BREAKING: FULL IRAN MOU RELEASED - w/ Trita Parsi via,2026-06-18 10:25:08,@LetUsJournal
"Day 22. Open Letter to President Donald J. Trump Subject: Supporting a Free, Fair, and Credible Election in Nigeria, 2027 Dear President Trump, I write as a concerned Nigerian citizen",2026-06-18 10:25:07,@zamar147
"After years of calling President Trump and his supporters Nazis, the democrats are running one for the Senate, Democrats want us to focus on Graham Platner’s policies. He fails Maine there, too #FoxNews",2026-06-18 10:25:07,@ScottUSMCRet
"There’s a non-zero chance Trump wanted to have a chill birthday/UFC and get some G7 clout, so he’s letting Vance lead and signed the MOU. Moneys been given, but the U.S. can play pirate again and steal more Iranian oil barrels.",2026-06-18 10:25:06,@mbjohnsmith
"I find your analysis of many stocks curious, You said INTC was over priced at 85 because of its run up, without any other explanation, then at 111 you loved it but that Trump made a good investment for the Govt when we invested in it and that we should unload it now,",2026-06-18 10:25:03,@EXTREMEBAGSUSA
Trump personally signs Iran deal at Versailles in major diplomatic breakthrough #FoxNews,2026-06-18 10:25:02,@Zorro03128782
"Apple and Intel are working together to build chips in America, says President Trump 📢TATCHA The Dewy Skin Cream | Rich Face Cream with replacement and money back guarantee on Amazon🛒 👇",2026-06-18 10:25:01,@PeakPlayff78178
"I am the: 1. First President to be photographed smoking a joint. 2. First President to apply for college aid as a foreign student, then deny he was a foreigner. 3. First President to have a social security number from a state he has never lived in. 4. First President to",2026-06-18 10:25:01,@dannyreb
"🚨Trump On Middle East Oil: March 9: ""We're now totally independent of the Middle East. We don't need their oil."" April 1: ""It doesn't really affect us. We have so much oil. We have tremendous oil &amp; gas, much more than we need."" June 17: If I didn't agree to the MOU, we ""would",2026-06-18 10:25:00,@silvertrade
"One way or another, the Islamic regime of Iran will fall.",2026-06-18 10:25:00,@VividProwess
JUST NOW: President Trump posted a picture with Indian Prime Minister Narendra Modi and Michael Whatley. Indian companies are poised to invest a staggering $20.5 billion into the United States.,2026-06-18 10:25:00,@TruthTrumpPost
🤝🇮🇷 President Trump signs the Iran peace deal at the Palace of Versailles following months of negotiations aimed at ending the conflict. A major diplomatic moment hosted by French President Emmanuel Macron. More:,2026-06-18 10:25:00,@LissanP5994
Trump post about Iran deal,2026-06-18 10:25:00,@GhazalF28546647
"hile one would like to give the well-deserved congratulations to Pakistan’s federal government for mediating a “fragile” deal between the US and Iran, some lessons need to be learned from the Trump administration’s war on Iran. The #US_IranDeal indicates yet again that it is",2026-06-18 10:24:59,@Khadimhussain4
What can I say to President Trump You got that right regards from Australia.,2026-06-18 10:24:59,@dominicmarafio1
