text,scraped_at,source
"🇺🇸🇮🇱🇱🇧 — Haaretz, quoting a U.S. official: We did not ask Israel to implement a ceasefire in Lebanon, but Trump would welcome it.",2026-04-15 21:39:55,@AllisonAjuluch
"Donald Trump vs. Pope Leo (Explained w/ 3 ""Internet Rules"") via",2026-04-15 21:39:55,@ServantSavio
How pathetic is it nowadays that the White House and the Kremlin share the same allies in Europe?,2026-04-15 21:39:55,@VolodyaTretyak
I hope its played in Iran,2026-04-15 21:39:54,@SirChucho
"🇺🇸🇨🇺⚡️ — NEW: Military planning is quietly ramping up for a potential Pentagon-led operation in Cuba, should President Trump order an intervention, USA TODAY reports.",2026-04-15 21:39:53,@WarUpdates
"Remember the time that Lana Del Rey, who was in possession of Church of Satan Anton laVey's The Satanic Witch book, hexed U.S. President Donald Trump",2026-04-15 21:39:53,@ifwtpod
Trump threatens to fire Powell if he doesn't quit Fed board; ongoing probe clouds Warsh confirmation,2026-04-15 21:39:53,@JonathanLanday
So it's America that's closing the Strait of Hormuz.,2026-04-15 21:39:52,@Taleb1ye
TRUMP SAYS WE MAY STOP BY CUBA AFTER WE'RE FINISHED WITH IRAN,2026-04-15 21:39:51,@NewsWire_US
"C Block - 47%!? So, no one who voted for Trump thinks he’s lost his mind. Jessica … do better, girl. (Take your meds. TDS is curable).",2026-04-15 21:39:50,@Weigh_James
Iran War: The Movie Featuring Liam Neeson as Trump and Paul Giamatti as Bibi the Antichrist,2026-04-15 21:39:50,@TroySeer
RELEASE THE UNREDACTED (EXCEPT VICTIMS) TRUMP EPSTEIN FILES. SUBPOENA ALL THOSE THAT NEED TO BE DEPOSED. ARREST THOSE BLOCKING THIS. #pedopresident #trumpEpsteinCoverup #TrumpEpsteinfiles #arresttrump #arrestbondi #impeachbondi #arrestblanche #impeachblanche #MAGAAREMONSTERS,2026-04-15 21:39:50,@TRAITORSINTHEWH
"Great, let’s start with the children rapist Trump!",2026-04-15 21:39:49,@NicholasMa35715
No wonder Trump won. Truly stupid.,2026-04-15 21:39:49,@urbanite518
trump betrays the world he said no more wars,2026-04-15 21:39:48,@MMckeil95925
$SWARMS $ARIA Longed now. $BTC $ETH $PEPE $XRP $ZIG $SNAI $MANEKI $CWIF $SOL $NEIRO $RFC $ARDR $HYPE $GAS $VINE $HPPO $KET $PAAL $TRUMP Join our telegram community Click ⬇️,2026-04-15 21:39:48,@RANDYDGSsd
"Seditious conspiracy. They were convicted of seditious conspiracy!! Let that sink in. Now Trump’s DOJ ( who are we kidding, it’s Trump, period) wants to vacate the convictions. Trump protects his foot soldiers!🤬🤬🤬",2026-04-15 21:39:48,@LinusAlso
"The strait of hormuz supply 60 -70% of the worlds crude oil. The Americans are just trying to downplay it by claiming it supply 20% of the worlds crude oil. If truly it supply 20% of the worlds oil, why is the world having price surge when we have 80% crude oil in circulation?",2026-04-15 21:39:48,@saintcross009
President Trump is doing MORE TO OBTAIN PEACE AROUND THE WORLD THEN THIS FRAUD WOKE POPE,2026-04-15 21:39:48,@KCOLLINS0259
Blame Trump. #Republicans #donaldtramp,2026-04-15 21:39:47,@wvanderkloor
"#Kurdistan Region President Nechirvan #Barzani on Wednesday stressed the importance of maintaining the two-week ceasefire between the United States, #Israel, and #Iran during a meeting with France’s Ambassador to #Iraq, .",2026-04-15 21:39:45,@JiwanSoz1
🚨Trump RAGES As His Mobile Phone Company Just Got EXPOSED via,2026-04-15 21:39:45,@windsors20
"Trump, 79, Hints That Supreme Court Justices Are Too Old via",2026-04-15 21:39:45,@spennington33
"President Donald Trump announced Tuesday that he is endorsing Marty O’Donnell, a Republican candidate for Nevada’s tightly-contested 3rd congressional district, which grades as one of the most competitive districts in the country. O’Donnell is best known for composing the",2026-04-15 21:39:44,@DiamondandSilk
So loves to go on this show and make all kinds of promises. Why in the world is Omar still in congress? We The People would like to see results…. Oh and the hush-lush fund list too,2026-04-15 21:39:44,@RandomKrash
