text,scraped_at,source
"Congress MLA Shri takes oath as Minister in the Government of Karnataka. 📍 Lok Bhavan, Bengaluru",2026-06-03 11:03:25,@INCIndia
One killed in Iranian drone strike on Kuwait airport via,2026-06-03 11:03:22,@robkennedy50
"BJP-RSS eyeing 'jal, jangal, zameen' of tribals, says Rahul Gandhi #RahulGandhi #Adivasi #Congress #BJP #ModiGovt",2026-06-03 11:03:20,@thenewsdrum
"Of course, America is against Israel. It is a mystery of many years. All Arab countries will collapse.Israel crowns Trump $9trillion¡",2026-06-03 11:03:20,@MaekeleTeklay
"The US military fired a Hellfire missile at a tanker heading toward Iran on Tuesday as part of a blockade being imposed by President Donald Trump, who is pressing Tehran to negotiate a peace agreement on his terms. The US military's Central Command posted a video showing the",2026-06-03 11:03:20,@CGTNEurope
💥BREAKING: 🇺🇸 Trump: Iran has agreed to never possess a nuclear weapon. He also believes a meeting with Ayatollah Khamenei could take place in the future.,2026-06-03 11:03:19,@haidarplays
"Daily crypto TL;DR – June 3, 2026: - ⚠️ Crypto Markets Plummet: Bitcoin fell below $70,000, and major altcoins like Solana and XRP also saw significant declines. - ⚠️ Macro &amp; Geopolitical Headwinds: Higher-than-expected US inflation and escalating US-Iran tensions in the Middle",2026-06-03 11:03:19,@geo_systems_dev
"Trump says Iran agreed to not have nuclear weapons, but 'they can change their mind'",2026-06-03 11:03:19,@CNBC
"""The Trump administration has proposed a new punitive tariff of 25% on many ​imports from Brazil, after deciding its practices were unfair on a range of issues from digital trade to illegal deforestation, Brazilian President Luiz Inacio Lula da Silva reacted to the newly",2026-06-03 11:03:18,@Pettunia14
It’s been a year and a half since we put Trump back into office and he hasn’t done anything he said he would.,2026-06-03 11:03:17,@SylviaS36993996
"Trump continues his war of free speech. A bunch of bigots continue to meltdown over Pride Month, oh, and we're still stuck in an endless war in Iran.",2026-06-03 11:03:16,@HandsomeRandall
"Today is June 3,2026.President Trump is the greatest President.",2026-06-03 11:03:15,@Colly6848373m
Trump Signs Order Inviting Voluntary Review of Frontier AI Models #cybersecurity #infosec #hacking,2026-06-03 11:03:14,@TheCyberSecHub
"Trump library says no Twitter DMs can be found, despite evidence he sent them",2026-06-03 11:03:12,@dronechris75
JUST IN: 🇮🇷🇨🇳🇷🇺 Iran has reportedly signed a security deal with nuclear guarantees from Russia and China.,2026-06-03 11:03:09,@Switch_vii
"While you wither further, stamping your personalized edifications upon the D.C. landscape, erecting things in vengeful bloodlust. Open corruption, placards of name hammered against theater walls...the Tour de Rage of Donald J. Trump. Rage's legacy, scorned.",2026-06-03 11:03:08,@Dracmanna
Genocider #un #us #eu #uk,2026-06-03 11:03:07,@bashajohn
I find this guy sad. He’s from the US but rooting on Iran destroying gulf countries and Russian destroying Ukraine. This is insane. And they say Republicans are war hungry. Looks like it’s the Dems to me.,2026-06-03 11:03:07,@RavenGrace0613
"Such are the consequences of conflict with Iran, not with the United States.",2026-06-03 11:03:07,@Asia2003ok0
"🇺🇸 President Trump says Iran's Supreme Leader Khamenei is ""not doing great"" and is reportedly ""missing a lot of different parts.""",2026-06-03 11:03:06,@MarketJournalX
💯 If there is no agreement with Iran ☝🏼 Change the negotiation TEAM‼️❤️🫡,2026-06-03 11:03:05,@Natalia10030263
"Footage shows damage to Kuwait International Airport following Iran’s attack on U.S. bases. P.S. The damage was likely caused by failed Kuwaiti interceptor missiles, as the Iranian strikes were targeting U.S. bases.",2026-06-03 11:03:03,@_IranMilitary_
"Tribeca premieres 'Dreams of Violets,' the first fully AI-generated live-action film, exploring Tehran protests.",2026-06-03 11:03:03,@630WLAP
Iran is taking him for a ride and he does not even notice it? And he is calling Netanyahu crazy? Seriously? Unbelievable….,2026-06-03 11:03:02,@ShelleyWallach
"Donald Trump has criticized NATO's stance on Iran, calling the alliance's approach a ""foolish mistake."" The comments come amid heightened tensions and ongoing international debate over regional security. Read more: #Trump #NATO #Iran #WorldNews",2026-06-03 11:03:02,@uknews24x7
