text,scraped_at,source
"French President Emmanuel Macron responded to Donald Trump on Thursday, who mocked Macron's marriage while criticizing France for not joining the US-Israeli offensive against Iran.",2026-04-04 07:05:57,@SunitakrGupta
"Verygood from Inside story y’day. Governing sea during war. Feat. Hassan Ahmadian – Assoc prof Uni Tehran Rockford Weitz – Maritime studies, Tufts Uni Fletcher School Craig Murray – fmr former maritime section head UKFO",2026-04-04 07:05:56,@DigitalMedia_LM
"So now US military works as mercenaries for UAE? Would love to see how this turn out. Iranian control over the Hormuz strait is not dependent on one or four small islands. Even if you take whole one third south of Iran, they will still be able to fire missiles from inland.",2026-04-04 07:05:55,@_haye_
Tim Plenty of People tell you a guy is problematic.. You getting ratio'd over all this app And you want proof? You know who does that? Trump Supporters who cannot handle reality..,2026-04-04 07:05:55,@SSimpsonrose
"Dubai’s once-booming real estate market is facing its first meaningful correction in years, triggered by the Iran-Israel conflict. Entry-level buyer activity (AED 1–2.5 million segment) has dropped 40% over the past year, off-plan sales are taking longer to close, and 10–15%",2026-04-04 07:05:55,@IndiaBottomline
"BREAKING. Besides the followings talkings of Trump about the american air-pilot, Trump has the firm intention to nominate his son Baron Trump as Director of Federal Bureau of Investigation in replacement of Cash Patel who's no more good for this post😱😱😱😱😱",2026-04-04 07:05:55,@PierreElli29026
Is the Rock making a comeback? Trump is seeking $152M to reopen Alcatraz as a state-of-the-art federal prison for high-level offenders. #Alcatraz #Trump #LawAndOrder,2026-04-04 07:05:54,@LoisA50455
🚨#XAUUSD #GOLD Signal Join Free Signals💸 96% Accuracy Rate 2–7 Profitable Signals Every Day $CRO $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $jh,2026-04-04 07:05:53,@bretonmissy
"What does your life have to do with a discoloration of the skin, which I'm sure is fixable. How would you feel if you just got back from Iran missing all your appendages? How would you feel if you just lost your eyesight? Things can always be worse.",2026-04-04 07:05:53,@MLA72CORP
"The last campaign the Democrats ran was literally ""we'll do genocide better than Trump"" Even sent Bill Clinton to tell American Muslims that htey deserve it becuase the bible says so.",2026-04-04 07:05:52,@lvl20commoner
Trump proposes 'historic' $1.5trn defence budget | US News | Sky News,2026-04-04 07:05:52,@Wensumblogger
"Iran reportedly refuses to meet with U.S. officials in Islamabad for peace talks, says U.S. demands are ""unacceptable""",2026-04-04 07:05:50,@chamilravinda
"🚨 New CENTCOM photos show U.S. F-16s armed with WCMD dispensers, capable of carrying BLU-91/B anti-tank mines, over Iranian airspace. The U.S. military reportedly used these to mine around Iranian missile bases to target mobile launchers. A BLU-91/B mine allegedly killed",2026-04-04 07:05:50,@rapid_x_recap
"A fire broke out at the largest gas plant in the UAE after intercepting an Iranian air attack; debris caused two fires at the Habshan gas complex. At least one fatality reported, four injured. Significant damage assessed.",2026-04-04 07:05:50,@yarogreb
Chinese birthing Hotels discovered in California? When is this insanity of treasonous far left communism going to stop? I at least hope Trump succeeds in stopping these parasites from infesting our freedoms and stealing our liberty!,2026-04-04 07:05:50,@RobertLeeRE
#BJP vs #Congress: Which party has the better manifesto in #Assam?,2026-04-04 07:05:49,@IndiaTodayNE
"Iran is the distraction here's what they are hiding. Escaping the madness, the road map to the future. #Trump #Epstein #Mossad #Israel #Kushner",2026-04-04 07:05:49,@darkpolitricks
🚨#XAUUSD #GOLD Signal Join Free Signals💸 96% Accuracy Rate 2–7 Profitable Signals Every Day $CRO $VVS $BTC $ETH $SOL $XRP $DOGE $SHIB $PEPE $PI $SUI $AD $TRUMP $HBAR $jhbvvv,2026-04-04 07:05:48,@bretonmissy
I just met a Kurdish. 🥰 She was from Turkey and or Iranian descent. I told her how I loved Turkey,2026-04-04 07:05:48,@sdaniels009
"Now we have a ""DRUNK"" firing four-star generals...you can't make this shit up! TRUMP ADMINISTRATION @ WORK! 🤣🤣🤣🤣🤣🤣🤣",2026-04-04 07:05:48,@chasewillwin
Iranian state media posted pictures of what it says is wreckage of a U.S. fighter jet it shot down over central Iran.,2026-04-04 07:05:47,@arnaudmercier
"and inspect all sides even side of azerbjan , im not with the US forces at all cnn and i said it for you and warned them all and i wont give them help ever, the one accept to be tool to serve children rapists killers as trump and ntnyho has no price",2026-04-04 07:05:47,@dal0028751
U.S. Army CH-47F “Chinook” Dual-Rotor Transport Helicopter suffered significant damage to its cockpit and front rotor in an Iranian one-way drone attack sometime in the last few days on Camp Buehring in Kuwait.,2026-04-04 07:05:47,@PuntnMore
Trump lives in fantasy realities which he believes he can change just by tweeting something new to believers who never notice that he said the opposite yesterday. War is different and the rest of the world remembers. As he becomes mocked as a fool who lives within and,2026-04-04 07:05:47,@orfieldtweet
One US service member was rescued and at least one was missing after Iran shot down two US military planes in separate attacks in a dramatic development in the war began nearly five weeks ago.,2026-04-04 07:05:46,@breakingnewsie
